role,sheet,code,source,raw,seg_type,text
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART,Diễn giải học thuật,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về tiếng nói, phản hồi và tham gia quyết định.",analyst,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về tiếng nói, phản hồi và tham gia quyết định."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-VOICE,Điểm hội tụ liên trường,Cả bốn trường có nguồn GV đều có kênh để giáo viên nêu ý kiến.,analyst,Cả bốn trường có nguồn GV đều có kênh để giáo viên nêu ý kiến.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-VOICE,Điểm phân kì liên trường,Mức tiếng nói tạo ảnh hưởng rất khác nhau; TrA và nhiều nguồn TrB phản ánh ý kiến không được phản hồi hoặc lắng nghe đầy đủ.,analyst,Mức tiếng nói tạo ảnh hưởng rất khác nhau; TrA và nhiều nguồn TrB phản ánh ý kiến không được phản hồi hoặc lắng nghe đầy đủ.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-VOICE,Phân kì nội trường,TrB: một phần; TrE: một phần,analyst,TrB: một phần; TrE: một phần
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-VOICE,Loại quan hệ so sánh,Hội tụ về cơ hội tiếng nói + phân kì về ảnh hưởng,analyst,Hội tụ về cơ hội tiếng nói + phân kì về ảnh hưởng
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-VOICE,Mức độ bằng chứng,Mạnh (4/5 trường; 9/9 nguồn GV; TrD 0 nguồn),analyst,Mạnh (4/5 trường; 9/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-VOICE,Diễn giải học thuật,"Tiếng nói chỉ trở thành sự tham gia khi có phản hồi, lý do quyết định và dấu vết hành động.",analyst,"Tiếng nói chỉ trở thành sự tham gia khi có phản hồi, lý do quyết định và dấu vết hành động."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-FEEDBACK,Điểm hội tụ liên trường,Cả 4 trường có nguồn GV cùng phản ánh phản hồi còn hạn chế.,analyst,Cả 4 trường có nguồn GV cùng phản ánh phản hồi còn hạn chế.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-FEEDBACK,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; TrD không có nguồn GV.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; TrD không có nguồn GV."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-FEEDBACK,Phân kì nội trường,TrB: một phần; TrE: một phần,analyst,TrB: một phần; TrE: một phần
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-FEEDBACK,Loại quan hệ so sánh,Hội tụ rõ trong 4 trường có dữ liệu,analyst,Hội tụ rõ trong 4 trường có dữ liệu
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-FEEDBACK,Mức độ bằng chứng,Mạnh (4/5 trường; 8/9 nguồn GV; TrD 0 nguồn),analyst,Mạnh (4/5 trường; 8/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-FEEDBACK,Diễn giải học thuật,"Đối chiếu GV cho thấy phản hồi có độ phủ 4/5 trường, tương ứng 8/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy phản hồi có độ phủ 4/5 trường, tương ứng 8/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-DECISION,Điểm hội tụ liên trường,Chỉ TrE có dữ liệu trực tiếp về tham gia ra quyết định.,analyst,Chỉ TrE có dữ liệu trực tiếp về tham gia ra quyết định.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-DECISION,Điểm phân kì liên trường,Chưa đủ cơ sở so sánh liên trường.,analyst,Chưa đủ cơ sở so sánh liên trường.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-DECISION,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-DECISION,Mức độ bằng chứng,Yếu (1/5 trường; 1/9 nguồn GV; TrD 0 nguồn),analyst,Yếu (1/5 trường; 1/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-DECISION,Diễn giải học thuật,"Đối chiếu GV cho thấy tham gia ra quyết định có độ phủ 1/5 trường, tương ứng 1/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy tham gia ra quyết định có độ phủ 1/5 trường, tương ứng 1/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-PLAN,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập kế hoạch; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập kế hoạch; mẫu hình liên trường còn hạn chế.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-PLAN,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-PLAN,Mức độ bằng chứng,Trung bình (2/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-PLAN,Diễn giải học thuật,"Đối chiếu GV cho thấy kế hoạch có độ phủ 2/5 trường, tương ứng 3/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy kế hoạch có độ phủ 2/5 trường, tương ứng 3/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-IMPLEMENT,Điểm hội tụ liên trường,Các trường cùng xem triển khai là nội dung có ý nghĩa nhưng không hội tụ về chiều hướng.,analyst,Các trường cùng xem triển khai là nội dung có ý nghĩa nhưng không hội tụ về chiều hướng.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-IMPLEMENT,Điểm phân kì liên trường,"Phân kì liên trường: xu hướng tích cực ở TrB; xu hướng hạn chế ở TrA, TrE.",analyst,"Phân kì liên trường: xu hướng tích cực ở TrB; xu hướng hạn chế ở TrA, TrE."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-IMPLEMENT,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-IMPLEMENT,Mức độ bằng chứng,Trung bình (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-IMPLEMENT,Diễn giải học thuật,"Đối chiếu GV cho thấy triển khai có độ phủ 3/5 trường, tương ứng 4/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy triển khai có độ phủ 3/5 trường, tương ứng 4/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-WORKSHOP,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập hội thảo; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập hội thảo; mẫu hình liên trường còn hạn chế.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-WORKSHOP,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-WORKSHOP,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-WORKSHOP,Mức độ bằng chứng,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-WORKSHOP,Diễn giải học thuật,"Đối chiếu GV cho thấy hội thảo có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy hội thảo có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-INITIATIVE,Điểm hội tụ liên trường,Các trường cùng xem sáng kiến là nội dung có ý nghĩa nhưng không hội tụ về chiều hướng.,analyst,Các trường cùng xem sáng kiến là nội dung có ý nghĩa nhưng không hội tụ về chiều hướng.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-INITIATIVE,Điểm phân kì liên trường,"Phân kì liên trường: xu hướng tích cực ở TrC, TrE; xu hướng hạn chế ở TrA.",analyst,"Phân kì liên trường: xu hướng tích cực ở TrC, TrE; xu hướng hạn chế ở TrA."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-INITIATIVE,Phân kì nội trường,TrB: một phần; TrE: một phần,analyst,TrB: một phần; TrE: một phần
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-INITIATIVE,Mức độ bằng chứng,Khá (4/5 trường; 6/9 nguồn GV; TrD 0 nguồn),analyst,Khá (4/5 trường; 6/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-INITIATIVE,Diễn giải học thuật,"Đối chiếu GV cho thấy sáng kiến có độ phủ 4/5 trường, tương ứng 6/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy sáng kiến có độ phủ 4/5 trường, tương ứng 6/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-SUPPORTED,Điểm hội tụ liên trường,Chỉ TrB có dữ liệu trực tiếp về supported.,analyst,Chỉ TrB có dữ liệu trực tiếp về supported.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-SUPPORTED,Điểm phân kì liên trường,Chưa đủ cơ sở so sánh liên trường.,analyst,Chưa đủ cơ sở so sánh liên trường.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-SUPPORTED,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-SUPPORTED,Mức độ bằng chứng,Yếu (1/5 trường; 1/9 nguồn GV; TrD 0 nguồn),analyst,Yếu (1/5 trường; 1/9 nguồn GV; TrD 0 nguồn)
Giáo viên,05_COMMUNICATION_PARTICIPATION,PART-SUPPORTED,Diễn giải học thuật,"Đối chiếu GV cho thấy supported có độ phủ 1/5 trường, tương ứng 1/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy supported có độ phủ 1/5 trường, tương ứng 1/9 nguồn GV. Mẫu hình cần được đánh giá qua vòng giao tiếp: tiếp nhận → giải thích → hành động → thông báo kết quả. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
